name,industry,subindustry,identified,line,model,written_at
Phil Foden,Sports,Football (Soccer),true,"Phil Foden is a midfielder for Manchester City and the England national team. He has won the UEFA Champions League, the Premier League, and the FIFA Club World Cup with Manchester City.",gemini-3.8-flash,2026-09-10T00:39:46.674Z
Rodri,Sports,Football (Soccer),true,"Rodri is a defensive midfielder for Manchester City and the Spain national team. He has won the Ballon d'Or, the UEFA Champions League, the Premier League, and the UEFA European Championship.",gemini-3.8-flash,2026-09-10T00:39:46.677Z
Achraf Hakimi,Sports,Football (Soccer),true,"Achraf Hakimi is a Moroccan full-back who plays for Paris Saint-Germain and the Morocco national team. He has won domestic league titles in Spain, Italy, and France, and reached the FIFA World Cup semi-finals.",gemini-3.8-flash,2026-09-10T00:39:48.752Z
Alexander Isak,Sports,Football (Soccer),true,"Alexander Isak is a Swedish forward who plays for Newcastle United and the Sweden national team. He previously competed in La Liga, where he won the Copa del Rey with Real Sociedad.",gemini-3.8-flash,2026-09-10T00:39:48.755Z
James Rodríguez,Sports,Football (Soccer),true,"James Rodríguez is a Colombian attacking midfielder who plays internationally for Colombia. At club level, he has competed across Europe's top divisions, winning the UEFA Champions League, La Liga, and the Bundesliga.",gemini-3.8-flash,2026-09-10T00:39:48.757Z
Julián Álvarez,Sports,Football (Soccer),true,"Julián Álvarez is an Argentine forward who plays for Atlético Madrid and the Argentina national team. He has won the FIFA World Cup, the Copa América, the UEFA Champions League, and the Copa Libertadores.",gemini-3.8-flash,2026-09-10T00:39:48.760Z
Lautaro Martínez,Sports,Football (Soccer),true,"Lautaro Martínez is an Argentine forward who plays for and captains Inter Milan while representing Argentina internationally. He has won the FIFA World Cup, the Copa América, and the Serie A title.",gemini-3.8-flash,2026-09-10T00:39:48.762Z
Martin Ødegaard,Sports,Football (Soccer),true,"Martin Ødegaard is a Norwegian midfielder who plays for and captains Arsenal and the Norway national team. He has competed in La Liga and the Premier League, winning the Copa del Rey with Real Sociedad.",gemini-3.8-flash,2026-09-10T00:39:48.764Z
Raphinha,Sports,Football (Soccer),true,"Raphinha is a Brazilian winger who plays for Barcelona and the Brazil national team. He previously competed in Ligue 1 and the Premier League, and has won the La Liga title with Barcelona.",gemini-3.8-flash,2026-09-10T00:39:48.766Z
Sadio Mané,Sports,Football (Soccer),true,"Sadio Mané is a Senegalese forward who plays for Al Nassr and the Senegal national team. He has won the UEFA Champions League and Premier League with Liverpool, and the Africa Cup of Nations with Senegal.",gemini-3.8-flash,2026-09-10T00:39:48.769Z
Alejandro Garnacho,Sports,Football (Soccer),true,"Alejandro Garnacho is an Argentine winger who plays for Manchester United and the Argentina national team. He has won the FA Cup and EFL Cup with Manchester United, and the Copa América with Argentina.",gemini-3.8-flash,2026-09-10T00:39:48.772Z
Bernardo Silva,Sports,Football (Soccer),true,"Bernardo Silva is a Portuguese midfielder who plays for Manchester City and the Portugal national team. He has won the UEFA Champions League, multiple Premier League titles, Ligue 1, and the UEFA Nations League.",gemini-3.8-flash,2026-09-10T00:39:48.775Z
Emiliano Martínez,Sports,Football (Soccer),true,"Emiliano Martínez is an Argentine goalkeeper who plays for Aston Villa and the Argentina national team. He has won the FIFA World Cup and the Copa América with Argentina, and the FA Cup with Arsenal.",gemini-3.8-flash,2026-09-10T00:39:48.777Z
Enzo Fernández,Sports,Football (Soccer),true,"Enzo Fernández is an Argentine midfielder who plays for Chelsea and the Argentina national team. He won the FIFA World Cup and the Copa América with Argentina, and the Primeira Liga with Benfica.",gemini-3.8-flash,2026-09-10T00:39:48.779Z
Federico Valverde,Sports,Football (Soccer),true,"Federico Valverde is a Uruguayan midfielder who plays for Real Madrid and the Uruguay national team. He has won the UEFA Champions League, multiple La Liga championships, and the FIFA Club World Cup.",gemini-3.8-flash,2026-09-10T00:39:48.780Z
Joshua Kimmich,Sports,Football (Soccer),true,"Joshua Kimmich is a German midfielder who plays for Bayern Munich and the Germany national team. He has won the UEFA Champions League, multiple Bundesliga titles, and the FIFA Club World Cup.",gemini-3.8-flash,2026-09-10T00:39:48.781Z
Thibaut Courtois,Sports,Football (Soccer),true,"Thibaut Courtois is a Belgian goalkeeper who plays for Real Madrid and the Belgium national team. He has won the UEFA Champions League, multiple La Liga championships, and the Premier League.",gemini-3.8-flash,2026-09-10T00:39:48.783Z
Viktor Gyökeres,Sports,Football (Soccer),true,Viktor Gyökeres is a Swedish forward who plays for Sporting CP and the Sweden national team. He previously competed in English league football and won the Primeira Liga title with Sporting.,gemini-3.8-flash,2026-09-10T00:39:48.784Z
Alexis Mac Allister,Sports,Football (Soccer),true,"Alexis Mac Allister is an Argentine midfielder who plays for Liverpool and the Argentina national team. He won the FIFA World Cup and the Copa América with Argentina, and the EFL Cup with Liverpool.",gemini-3.8-flash,2026-09-10T00:39:48.786Z
Alphonso Davies,Sports,Football (Soccer),true,"Alphonso Davies is a Canadian full-back who plays for Bayern Munich and the Canada national team. He has won the UEFA Champions League, multiple Bundesliga titles, and the FIFA Club World Cup.",gemini-3.8-flash,2026-09-10T00:39:48.787Z
Arda Güler,Sports,Football (Soccer),true,"Arda Güler is a Turkish midfielder who plays for Real Madrid and the Turkey national team. He has won the UEFA Champions League and La Liga with Real Madrid, and the Turkish Cup with Fenerbahçe.",gemini-3.8-flash,2026-09-10T00:39:48.788Z
Darwin Núñez,Sports,Football (Soccer),true,"Darwin Núñez is a Uruguayan forward who plays for Liverpool and the Uruguay national team. He has competed in the Primeira Liga and the Premier League, winning the EFL Cup with Liverpool.",gemini-3.8-flash,2026-09-10T00:39:48.790Z
David Alaba,Sports,Football (Soccer),true,David Alaba is an Austrian footballer who plays as a defender for Real Madrid and captains the Austria national team. He won domestic league titles and the UEFA Champions League with both Bayern Munich and Real Madrid.,gemini-3.8-flash,2026-09-10T00:39:52.818Z
Désiré Doué,Sports,Football (Soccer),true,"Désiré Doué is a French footballer who plays as a winger or midfielder for Paris Saint-Germain. He previously played for Rennes and represented France at youth international tournaments, winning silver at the Olympic Games.",gemini-3.8-flash,2026-09-10T00:39:52.820Z
Endrick,Sports,Football (Soccer),true,Endrick is a Brazilian footballer who plays as a forward for Real Madrid and the Brazil national team. He won the Brazilian Série A championship with Palmeiras before transferring to Spain.,gemini-3.8-flash,2026-09-10T00:39:52.823Z
Frenkie de Jong,Sports,Football (Soccer),true,Frenkie de Jong is a Dutch midfielder who plays for Barcelona and the Netherlands national team. He won the Eredivisie title with Ajax and won La Liga and the Copa del Rey with Barcelona.,gemini-3.8-flash,2026-09-10T00:39:52.825Z
João Félix,Sports,Football (Soccer),true,"João Félix is a Portuguese forward who plays for Chelsea and the Portugal national team. He won the Primeira Liga with Benfica, won La Liga with Atlético Madrid, and won the UEFA Nations League with Portugal.",gemini-3.8-flash,2026-09-10T00:39:52.828Z
Kai Havertz,Sports,Football (Soccer),true,Kai Havertz is a German forward and midfielder who plays for Arsenal and the Germany national team. He won the UEFA Champions League and the FIFA Club World Cup with Chelsea.,gemini-3.8-flash,2026-09-10T00:39:52.830Z
Kenan Yıldız,Sports,Football (Soccer),true,"Kenan Yıldız is a Turkish footballer who plays as a forward for Juventus and represents the Turkey national team, having featured at the UEFA European Championship.",gemini-3.8-flash,2026-09-10T00:39:52.833Z
Lee Kang-in,Sports,Football (Soccer),true,"Lee Kang-in is a South Korean midfielder who plays for Paris Saint-Germain and the South Korea national team. He won the Copa del Rey with Valencia, won Ligue 1 with Paris Saint-Germain, and won gold at the Asian Games.",gemini-3.8-flash,2026-09-10T00:39:52.836Z
Memphis Depay,Sports,Football (Soccer),true,"Memphis Depay is a Dutch forward who plays for Corinthians and the Netherlands national team. He won the Eredivisie with PSV Eindhoven, won the FA Cup with Manchester United, and won the Supercopa de España with Barcelona.",gemini-3.8-flash,2026-09-10T00:39:52.839Z
Nico Williams,Sports,Football (Soccer),true,Nico Williams is a Spanish winger who plays for Athletic Bilbao and the Spain national team. He won the Copa del Rey with Athletic Bilbao and won the UEFA European Championship with Spain.,gemini-3.8-flash,2026-09-10T00:39:52.841Z
Rafael Leão,Sports,Football (Soccer),true,Rafael Leão is a Portuguese winger who plays for AC Milan and the Portugal national team. He won the Serie A title with AC Milan and has represented Portugal at the FIFA World Cup and European Championship.,gemini-3.8-flash,2026-09-10T00:39:52.844Z
Riyad Mahrez,Sports,Football (Soccer),true,"Riyad Mahrez is an Algerian winger who plays for Al-Ahli and captains the Algeria national team. He won the Premier League with Leicester City and Manchester City, the UEFA Champions League, and the Africa Cup of Nations.",gemini-3.8-flash,2026-09-10T00:39:52.847Z
Scott McTominay,Sports,Football (Soccer),true,"Scott McTominay is a Scottish midfielder who plays for Napoli and the Scotland national team. He came through Manchester United's academy, winning the FA Cup and EFL Cup with the club.",gemini-3.8-flash,2026-09-10T00:39:52.850Z
Cody Gakpo,Sports,Football (Soccer),true,Cody Gakpo is a Dutch forward who plays for Liverpool and the Netherlands national team. He won the KNVB Cup with PSV Eindhoven and the EFL Cup with Liverpool.,gemini-3.8-flash,2026-09-10T00:39:52.853Z
Dani Olmo,Sports,Football (Soccer),true,"Dani Olmo is a Spanish midfielder who plays for Barcelona and the Spain national team. He won domestic league titles with Dinamo Zagreb, the DFB-Pokal with RB Leipzig, and the UEFA European Championship with Spain.",gemini-3.8-flash,2026-09-10T00:39:52.856Z
Joško Gvardiol,Sports,Football (Soccer),true,Joško Gvardiol is a Croatian defender who plays for Manchester City and the Croatia national team. He won the DFB-Pokal with RB Leipzig and the Premier League with Manchester City.,gemini-3.8-flash,2026-09-10T00:39:52.857Z
Kim Min-jae,Sports,Football (Soccer),true,Kim Min-jae is a South Korean defender who plays for Bayern Munich and the South Korea national team. He won the Serie A title with Napoli and won gold at the Asian Games.,gemini-3.8-flash,2026-09-10T00:39:52.859Z
Leroy Sané,Sports,Football (Soccer),true,Leroy Sané is a German winger who plays for Bayern Munich and the Germany national team. He won Premier League titles with Manchester City and Bundesliga titles with Bayern Munich.,gemini-3.8-flash,2026-09-10T00:39:52.860Z
Michael Olise,Sports,Football (Soccer),true,Michael Olise is a French winger who plays for Bayern Munich and the France national team. He previously played for Reading and Crystal Palace and won a silver medal at the Olympic Games.,gemini-3.8-flash,2026-09-10T00:39:52.862Z
Moisés Caicedo,Sports,Football (Soccer),true,Moisés Caicedo is an Ecuadorian midfielder who plays for Chelsea and the Ecuador national team. He won the Recopa Sudamericana with Independiente del Valle and has represented Ecuador at the FIFA World Cup.,gemini-3.8-flash,2026-09-10T00:39:52.863Z
Raúl Jiménez,Sports,Football (Soccer),true,"Raúl Jiménez is a Mexican professional footballer who plays as a forward for Fulham and the Mexico national team. He previously played for Wolverhampton Wanderers and Benfica, winning league titles in Mexico and Portugal as well as an Olympic gold medal.",gemini-3.8-flash,2026-09-10T00:39:57.786Z
Rodrigo De Paul,Sports,Football (Soccer),true,"Rodrigo De Paul is an Argentine professional footballer who plays as a midfielder for Atlético Madrid and the Argentina national team. At the international level, he has won the FIFA World Cup and the Copa América.",gemini-3.8-flash,2026-09-10T00:39:57.789Z
Rúben Dias,Sports,Football (Soccer),true,"Rúben Dias is a Portuguese professional footballer who plays as a centre-back for Manchester City and the Portugal national team. With Manchester City, he has won the Premier League and the UEFA Champions League.",gemini-3.8-flash,2026-09-10T00:39:57.792Z
Santiago Giménez,Sports,Football (Soccer),true,"Santiago Giménez is a Mexican professional footballer who plays as a forward for Feyenoord and the Mexico national team. He has won the Eredivisie and the KNVB Cup with Feyenoord, as well as the CONCACAF Gold Cup with Mexico.",gemini-3.8-flash,2026-09-10T00:39:57.795Z
Takefusa Kubo,Sports,Football (Soccer),true,Takefusa Kubo is a Japanese professional footballer who plays as a winger for Real Sociedad and the Japan national team. He competes in Spain's La Liga and has represented Japan at the FIFA World Cup and the Olympic Games.,gemini-3.8-flash,2026-09-10T00:39:57.797Z
Vitinha,Sports,Football (Soccer),true,"Vitinha is a Portuguese professional footballer who plays as a midfielder for Paris Saint-Germain and the Portugal national team. He has won the Primeira Liga with Porto, as well as Ligue 1 and the Coupe de France with Paris Saint-Germain.",gemini-3.8-flash,2026-09-10T00:39:57.799Z
Weston McKennie,Sports,Football (Soccer),true,Weston McKennie is an American professional footballer who plays as a midfielder for Juventus and the United States national team. He has won the Coppa Italia with Juventus and the CONCACAF Nations League with the United States.,gemini-3.8-flash,2026-09-10T00:39:57.802Z
William Saliba,Sports,Football (Soccer),true,William Saliba is a French professional footballer who plays as a centre-back for Arsenal and the France national team. He competes in the Premier League and has represented France at the FIFA World Cup and the UEFA European Championship.,gemini-3.8-flash,2026-09-10T00:39:57.805Z
Xavi Simons,Sports,Football (Soccer),true,"Xavi Simons is a Dutch professional footballer who plays as an attacking midfielder or winger for RB Leipzig and the Netherlands national team. He has won domestic cup competitions in France, the Netherlands, and Germany.",gemini-3.8-flash,2026-09-10T00:39:57.807Z
Amad Diallo,Sports,Football (Soccer),true,"Amad Diallo is an Ivorian professional footballer who plays as a winger for Manchester United and the Ivory Coast national team. Competing in the Premier League, he won the FA Cup with Manchester United.",gemini-3.8-flash,2026-09-10T00:39:57.809Z
Andy Robertson,Sports,Football (Soccer),true,"Andy Robertson is a Scottish professional footballer who plays as a left-back for Liverpool and captains the Scotland national team. With Liverpool, he has won the Premier League, the UEFA Champions League, and the FA Cup.",gemini-3.8-flash,2026-09-10T00:39:57.811Z
Brahim Díaz,Sports,Football (Soccer),true,"Brahim Díaz is a professional footballer who plays as an attacking midfielder or forward for Real Madrid and the Morocco national team. He has won league championships in England, Italy, and Spain, along with the UEFA Champions League.",gemini-3.8-flash,2026-09-10T00:39:57.812Z
Bruno Guimarães,Sports,Football (Soccer),true,Bruno Guimarães is a Brazilian professional footballer who plays as a midfielder for Newcastle United and the Brazil national team. He won an Olympic gold medal with Brazil and the Copa Sudamericana with Athletico Paranaense.,gemini-3.8-flash,2026-09-10T00:39:57.814Z
Cristian Romero,Sports,Football (Soccer),true,Cristian Romero is an Argentine professional footballer who plays as a centre-back for Tottenham Hotspur and the Argentina national team. He has won the FIFA World Cup and the Copa América with Argentina.,gemini-3.8-flash,2026-09-10T00:39:57.816Z
Edin Džeko,Sports,Football (Soccer),true,"Edin Džeko is a Bosnian professional footballer who plays as a forward for Fenerbahçe and captains the Bosnia and Herzegovina national team. He has won top-flight league titles in Germany and England, along with domestic cups in Italy.",gemini-3.8-flash,2026-09-10T00:39:57.817Z
Edson Álvarez,Sports,Football (Soccer),true,"Edson Álvarez is a Mexican professional footballer who plays as a defensive midfielder or centre-back for West Ham United and the Mexico national team. He has won league titles in Mexico and the Netherlands, alongside the CONCACAF Gold Cup.",gemini-3.8-flash,2026-09-10T00:39:57.819Z
Folarin Balogun,Sports,Football (Soccer),true,"Folarin Balogun is an American professional footballer who plays as a forward for Monaco in Ligue 1 and represents the United States national team, with whom he has won the CONCACAF Nations League.",gemini-3.8-flash,2026-09-10T00:39:57.820Z
Gilberto Mora,Sports,Football (Soccer),true,Gilberto Mora is a Mexican professional footballer who plays as an attacking midfielder for Club Tijuana in Liga MX and represents Mexico at the international level.,gemini-3.8-flash,2026-09-10T00:39:57.822Z
Granit Xhaka,Sports,Football (Soccer),true,Granit Xhaka is a Swiss professional footballer who plays as a midfielder for Bayer Leverkusen and captains the Switzerland national team. He has won the Bundesliga with Bayer Leverkusen and the FA Cup with Arsenal.,gemini-3.8-flash,2026-09-10T00:39:57.824Z
Hakan Çalhanoğlu,Sports,Football (Soccer),true,"Hakan Çalhanoğlu is a Turkish professional footballer who plays as a midfielder for Inter Milan and captains the Turkey national team. Competing in Serie A, he has won the Italian league championship and the Coppa Italia.",gemini-3.8-flash,2026-09-10T00:39:57.826Z
Jonathan David,Sports,Football (Soccer),true,Jonathan David is a Canadian forward who plays for Ligue 1 club Lille and the Canada national team. He won the Ligue 1 title and the Trophée des Champions with Lille.,gemini-3.8-flash,2026-09-10T00:39:57.837Z
Jérémy Doku,Sports,Football (Soccer),true,Jérémy Doku is a Belgian winger who plays for Premier League club Manchester City and the Belgium national team. He won the Premier League and the UEFA Super Cup with Manchester City.,gemini-3.8-flash,2026-09-10T00:39:57.838Z
Kaoru Mitoma,Sports,Football (Soccer),true,"Kaoru Mitoma is a Japanese winger who plays for Premier League club Brighton & Hove Albion and the Japan national team. In Japan, he won the J1 League and the Emperor's Cup with Kawasaki Frontale.",gemini-3.8-flash,2026-09-10T00:39:57.838Z
Matheus Cunha,Sports,Football (Soccer),true,Matheus Cunha is a Brazilian forward who plays for Premier League club Wolverhampton Wanderers and the Brazil national team. He won an Olympic gold medal with Brazil at the Tokyo Olympic Games.,gemini-3.8-flash,2026-09-10T00:39:57.839Z
Mike Maignan,Sports,Football (Soccer),true,"Mike Maignan is a French goalkeeper who plays for Serie A club AC Milan and the France national team. He won Ligue 1 with Lille, Serie A with AC Milan, and the UEFA Nations League with France.",gemini-3.8-flash,2026-09-10T00:39:57.840Z
Mohammed Kudus,Sports,Football (Soccer),true,Mohammed Kudus is a Ghanaian midfielder who plays for Premier League club West Ham United and the Ghana national team. He won the Eredivisie and the KNVB Cup with Ajax.,gemini-3.8-flash,2026-09-10T00:39:57.841Z
Nicolas Jackson,Sports,Football (Soccer),true,Nicolas Jackson is a Senegalese forward who plays for Premier League club Chelsea and the Senegal national team. He previously competed in La Liga for Villarreal before transferring to England.,gemini-3.8-flash,2026-09-10T00:39:57.842Z
Omar Marmoush,Sports,Football (Soccer),true,"Omar Marmoush is an Egyptian forward who plays for Bundesliga club Eintracht Frankfurt and the Egypt national team. He represented Egypt at the Africa Cup of Nations, reaching the tournament final.",gemini-3.8-flash,2026-09-10T00:39:57.842Z
Rayan Cherki,Sports,Football (Soccer),true,Rayan Cherki is a French attacking midfielder who plays for Ligue 1 club Lyon and the France Olympic team. He developed in Lyon's academy and won an Olympic silver medal with France.,gemini-3.8-flash,2026-09-10T00:39:57.843Z
Aaron Wan-Bissaka,Sports,Football (Soccer),true,"Aaron Wan-Bissaka is an English defender who plays for Premier League club West Ham United. He previously played for Manchester United, where he won the FA Cup and the EFL Cup.",gemini-3.8-flash,2026-09-10T00:39:57.844Z
Iñaki Williams,Sports,Football (Soccer),true,"Iñaki Williams is a forward who plays for La Liga club Athletic Bilbao and the Ghana national team. With Athletic Bilbao, he won the Copa del Rey and the Supercopa de España.",gemini-3.8-flash,2026-09-10T00:39:57.845Z
Jhon Durán,Sports,Football (Soccer),true,"Jhon Durán is a Colombian forward who plays for Premier League club Aston Villa and the Colombia national team. He represented Colombia at the Copa América, reaching the tournament final.",gemini-3.8-flash,2026-09-10T00:39:57.846Z
Manuel Akanji,Sports,Football (Soccer),true,"Manuel Akanji is a Swiss defender who plays for Manchester City and the Switzerland national team. With Manchester City, he won the UEFA Champions League, the Premier League, and the FA Cup.",gemini-3.8-flash,2026-09-10T00:39:57.847Z
Mikel Merino,Sports,Football (Soccer),true,Mikel Merino is a Spanish midfielder who plays for Premier League club Arsenal and the Spain national team. He won the UEFA European Championship with Spain and the Copa del Rey with Real Sociedad.,gemini-3.8-flash,2026-09-10T00:39:57.848Z
Thomas Partey,Sports,Football (Soccer),true,Thomas Partey is a Ghanaian midfielder who plays for Premier League club Arsenal and the Ghana national team. He won La Liga and the UEFA Europa League with Atlético Madrid.,gemini-3.8-flash,2026-09-10T00:39:57.849Z
Abdukodir Khusanov,Sports,Football (Soccer),true,Abdukodir Khusanov is an Uzbek defender who plays for Ligue 1 club Lens and the Uzbekistan national team. He won the AFC Under-twenty Asian Cup with Uzbekistan's youth team.,gemini-3.8-flash,2026-09-10T00:39:57.850Z
Chris Wood,Sports,Football (Soccer),true,Chris Wood is a New Zealand forward who plays for Premier League club Nottingham Forest and captains the New Zealand national team. He won the OFC Nations Cup with New Zealand.,gemini-3.8-flash,2026-09-10T00:39:57.851Z
Kendry Páez,Sports,Football (Soccer),true,"Kendry Páez is an Ecuadorian midfielder who plays for Independiente del Valle and the Ecuador national team. With Independiente del Valle, he won the Recopa Sudamericana and the Copa Ecuador.",gemini-3.8-flash,2026-09-10T00:39:57.852Z
Akram Afif,Sports,Football (Soccer),true,Akram Afif is a Qatari forward who plays for Qatar Stars League club Al Sadd and the Qatar national team. He won the AFC Asian Cup with Qatar and the league title with Al Sadd.,gemini-3.8-flash,2026-09-10T00:39:57.853Z
Antonio Nusa,Sports,Football (Soccer),true,Antonio Nusa is a Norwegian winger who plays for Bundesliga club RB Leipzig and the Norway national team. He won the Belgian Pro League and the Belgian Super Cup with Club Brugge.,gemini-3.8-flash,2026-09-10T00:39:57.854Z
Ayase Ueda,Sports,Football (Soccer),true,Japanese professional footballer who plays as a forward for Dutch club Feyenoord and the Japan national team. He won the KNVB Cup with Feyenoord and competed in the FIFA World Cup and the AFC Asian Cup.,gemini-3.8-flash,2026-09-10T00:40:06.617Z
Julio Enciso,Sports,Football (Soccer),true,Paraguayan professional footballer who plays as an attacking midfielder for Premier League club Brighton & Hove Albion and the Paraguay national team. He won the Paraguayan Primera División with Club Libertad and received the Premier League Goal of the Season award.,gemini-3.8-flash,2026-09-10T00:40:06.620Z
Marcel Sabitzer,Sports,Football (Soccer),true,"Austrian professional footballer who plays as a midfielder for Bundesliga club Borussia Dortmund and the Austria national team. He won the Bundesliga with Bayern Munich, the EFL Cup with Manchester United, and reached the UEFA Champions League final.",gemini-3.8-flash,2026-09-10T00:40:06.622Z
Mehdi Taremi,Sports,Football (Soccer),true,Iranian professional footballer who plays as a forward for Serie A club Inter Milan and the Iran national team. He won the Primeira Liga and the Taça de Portugal with Porto and competed in the FIFA World Cup.,gemini-3.8-flash,2026-09-10T00:40:06.625Z
Miguel Almirón,Sports,Football (Soccer),true,Paraguayan professional footballer who plays as a winger for Premier League club Newcastle United and the Paraguay national team. He won the MLS Cup with Atlanta United and the Argentine Primera División with Lanús.,gemini-3.8-flash,2026-09-10T00:40:06.627Z
Patrik Schick,Sports,Football (Soccer),true,Czech professional footballer who plays as a forward for Bundesliga club Bayer Leverkusen and the Czech Republic national team. He won the Bundesliga and the DFB-Pokal with Leverkusen and reached the UEFA Europa League final.,gemini-3.8-flash,2026-09-10T00:40:06.630Z
Salem Al-Dawsari,Sports,Football (Soccer),true,Saudi Arabian professional footballer who plays as a winger for Saudi Pro League club Al Hilal and the Saudi Arabia national team. He won the AFC Champions League with Al Hilal and received the AFC Player of the Year award.,gemini-3.8-flash,2026-09-10T00:40:06.633Z
Sébastien Haller,Sports,Football (Soccer),true,"Ivorian professional footballer who plays as a forward for the Ivory Coast national team. He won the Africa Cup of Nations with Ivory Coast, the Eredivisie with Ajax, and the DFB-Pokal with Eintracht Frankfurt.",gemini-3.8-flash,2026-09-10T00:40:06.636Z
Tomáš Souček,Sports,Football (Soccer),true,Czech professional footballer who plays as a defensive midfielder for Premier League club West Ham United and captains the Czech Republic national team. He won the UEFA Europa Conference League with West Ham and the Czech First League with Slavia Prague.,gemini-3.8-flash,2026-09-10T00:40:06.639Z
Yoane Wissa,Sports,Football (Soccer),true,Democratic Republic of the Congo professional footballer who plays as a forward for Premier League club Brentford and the DR Congo national team. He previously played for French club Lorient and represented DR Congo at the Africa Cup of Nations.,gemini-3.8-flash,2026-09-10T00:40:06.641Z
Hannibal Mejbri,Sports,Football (Soccer),true,"Tunisian professional footballer who plays as a midfielder for Burnley and the Tunisia national team. Developed at Manchester United, he has represented Tunisia at the FIFA World Cup and the Africa Cup of Nations.",gemini-3.8-flash,2026-09-10T00:40:06.644Z
Lyle Foster,Sports,Football (Soccer),true,South African professional footballer who plays as a forward for Burnley and the South Africa national team. He won the EFL Championship with Burnley and domestic cup honors in South Africa with Orlando Pirates.,gemini-3.8-flash,2026-09-10T00:40:06.647Z
Mat Ryan,Sports,Football (Soccer),true,"Australian professional footballer who plays as a goalkeeper for Serie A club Roma and captains the Australia national team. He won the AFC Asian Cup with Australia, won league titles in Belgium and Denmark, and played in the FIFA World Cup.",gemini-3.8-flash,2026-09-10T00:40:06.650Z
Musa Al-Taamari,Sports,Football (Soccer),true,Jordanian professional footballer who plays as a winger for French club Montpellier and the Jordan national team. He won the Cypriot First Division with APOEL and reached the AFC Asian Cup final with Jordan.,gemini-3.8-flash,2026-09-10T00:40:06.652Z
Percy Tau,Sports,Football (Soccer),true,"South African professional footballer who plays as a forward for Egyptian club Al Ahly and the South Africa national team. He won the CAF Champions League with Al Ahly, the Belgian Pro League, and the South African Premier Division.",gemini-3.8-flash,2026-09-10T00:40:06.655Z
Tiger Woods,Sports,Golf,true,"American professional golfer who competes on the PGA Tour. He achieved the career Grand Slam by winning the Masters Tournament, the PGA Championship, the U.S. Open, and the Open Championship, and was inducted into the World Golf Hall of Fame.",gemini-3.8-flash,2026-09-10T00:40:06.658Z
Bryson DeChambeau,Sports,Golf,true,"American professional golfer who competes in LIV Golf and men's major championships. He won the U.S. Open and the NCAA individual championship, and represented the United States in the Ryder Cup and Presidents Cup.",gemini-3.8-flash,2026-09-10T00:40:06.659Z
Grant Horvat,Sports,Golf,true,American golfer and digital content creator who played collegiate golf for Palm Beach Atlantic University. He creates golf match and instruction videos and competes in professional exhibition events and celebrity golf tournaments.,gemini-3.8-flash,2026-09-10T00:40:06.661Z
Simone Biles,Sports,Gymnastics,true,"American artistic gymnast who competes internationally for the United States. She won Olympic gold medals in the team, all-around, vault, and floor exercise events, won world championship titles, and received the Presidential Medal of Freedom.",gemini-3.8-flash,2026-09-10T00:40:06.662Z
Sidney Crosby,Sports,Hockey,true,Canadian professional ice hockey player who plays as a center and captains the Pittsburgh Penguins in the National Hockey League. He won the Stanley Cup with the Penguins and Olympic gold medals with Team Canada.,gemini-3.8-flash,2026-09-10T00:40:06.663Z
Connor McDavid,Sports,Hockey,true,"Connor McDavid is a Canadian ice hockey center and captain for the Edmonton Oilers in the National Hockey League. He has won the Hart Memorial Trophy, the Art Ross Trophy, and the Conn Smythe Trophy.",gemini-3.8-flash,2026-09-10T00:40:03.489Z
Auston Matthews,Sports,Hockey,true,"Auston Matthews is an American ice hockey center and captain for the Toronto Maple Leafs in the National Hockey League. He has won the Calder Memorial Trophy, the Hart Memorial Trophy, and the Maurice Richard Trophy.",gemini-3.8-flash,2026-09-10T00:40:03.492Z
Gavin McKenna,Sports,Hockey,true,Gavin McKenna is a Canadian ice hockey forward for the Medicine Hat Tigers in the Western Hockey League. He won the Canadian Hockey League Rookie of the Year Award.,gemini-3.8-flash,2026-09-10T00:40:03.495Z
Conor McGregor,Sports,Martial Arts,true,Conor McGregor is an Irish mixed martial artist who competed in the Ultimate Fighting Championship. He won UFC championships in both the featherweight and lightweight divisions.,gemini-3.8-flash,2026-09-10T00:40:03.498Z
Jake Paul,Sports,Martial Arts,true,"Jake Paul is an American professional boxer competing in the cruiserweight division. He transitioned from internet entertainment to professional boxing, headlining pay-per-view events against professional boxers and mixed martial artists.",gemini-3.8-flash,2026-09-10T00:40:03.501Z
Khabib Nurmagomedov,Sports,Martial Arts,true,Khabib Nurmagomedov is a retired Russian mixed martial artist who competed in the Ultimate Fighting Championship. He held the UFC lightweight championship and was inducted into the UFC Hall of Fame.,gemini-3.8-flash,2026-09-10T00:40:03.504Z
Jon Jones,Sports,Martial Arts,true,Jon Jones is an American mixed martial artist competing in the Ultimate Fighting Championship. He has held the UFC light heavyweight and heavyweight championships.,gemini-3.8-flash,2026-09-10T00:40:03.506Z
Islam Makhachev,Sports,Martial Arts,true,Islam Makhachev is a Russian mixed martial artist competing in the Ultimate Fighting Championship. He holds the UFC lightweight championship.,gemini-3.8-flash,2026-09-10T00:40:03.509Z
Alex Pereira,Sports,Martial Arts,true,Alex Pereira is a Brazilian mixed martial artist and former kickboxer competing in the Ultimate Fighting Championship. He has held UFC championships in both the middleweight and light heavyweight divisions.,gemini-3.8-flash,2026-09-10T00:40:03.512Z
